SOZIETATEA_EU/SOCIEDAD_EU;SOZIETATEA_CAS/SOCIEDAD_CAS;EKITALDIA/EJERCICIO;HILABETERA ARTE/MES HASTA;ADJUDIKAZIODUNA/PERSONA ADJUDICATARIA;HELBURUA_EUS/OBJETO_EUS;HELBURUA_CAS/OBJETO_CAS;ADMINISTRARIA/ADMINISTRATIVO;ADMINISTRARIAREN DESKRIBAPENA/ADMINISTRATIVO DESCRIPCION;KONTABILITATE-ESPEDIENTEA/EXPEDIENTE CONTABLE;KONTABILITATE-ESPEDIENTEAREN DESKR./EXPEDIENTE CONTABLE DESCR.;ADJUDIKAZIO-METODOA/METODO ADJUDICACION;ADJUDIKAZIO-METODOA DESKR./METODO ADJUDICACION DESCR.;JARDUKETA/ACTUACION;JARDUKETA DESKRIBAPENA/ACTUACION DESCRIPCION;ADMIN. EREDUA/MODELO ADMIN;ADMIN. EREDUAREN DESKRIBAPENA/MODELO ADMIN DESCRIPCION;XEDAPENA/DISPOSICION;BETEBEHARRA/OBLIGACION;
BFA;DFB;2025;009;ANAI-CANTERO SL;LAGUNTZA ZERBITZUAK EGITEA;PRESTACION DE SERVICIOS ASISTENCIALES;ADMIN20210300001134;TECO (21/23) CONCERT.RESID. PERS. MAYORES ORDINARIAS;CONT220250200000726;TECS-2025/01-CE002-RESIDENCIA ANAI-CANTERO II;="AF";ACUERDO DF;="01";INICIAL;CS00;Concertación Social;81593,49;81593,49;
BFA;DFB;2025;009;ANAI-CANTERO SL;LAGUNTZA ZERBITZUAK EGITEA;PRESTACION DE SERVICIOS ASISTENCIALES;ADMIN20210300001134;TECO (21/23) CONCERT.RESID. PERS. MAYORES ORDINARIAS;CONT220250200000729;TECS-2025/01-CE003-RESIDENCIA ANAI-CANTERO III;="AF";ACUERDO DF;="01";INICIAL;CS00;Concertación Social;31055,95;31055,95;
BFA;DFB;2025;009;ANAI-CANTERO SL;LAGUNTZA ZERBITZUAK EGITEA;PRESTACION DE SERVICIOS ASISTENCIALES;ADMIN20210300001134;TECO (21/23) CONCERT.RESID. PERS. MAYORES ORDINARIAS;CONT220250200006860;TECS-2025/02-CE002-RESIDENCIA ANAI-CANTERO II;="AF";ACUERDO DF;="01";INICIAL;CS00;Concertación Social;77238,78;77238,78;
BFA;DFB;2025;009;ANAI-CANTERO SL;LAGUNTZA ZERBITZUAK EGITEA;PRESTACION DE SERVICIOS ASISTENCIALES;ADMIN20210300001134;TECO (21/23) CONCERT.RESID. PERS. MAYORES ORDINARIAS;CONT220250200007020;TECS-2025/02-CE001-RESIDENCIA ANAI-CANTERO;="AF";ACUERDO DF;="01";INICIAL;CS00;Concertación Social;28191,01;28191,01;
BFA;DFB;2025;009;ANAI-CANTERO SL;LAGUNTZA ZERBITZUAK EGITEA;PRESTACION DE SERVICIOS ASISTENCIALES;ADMIN20210300001134;TECO (21/23) CONCERT.RESID. PERS. MAYORES ORDINARIAS;CONT220250200007021;TECS-2025/02-CE003-RESIDENCIA ANAI-CANTERO III;="AF";ACUERDO DF;="01";INICIAL;CS00;Concertación Social;28878,60;28878,60;
BFA;DFB;2025;009;ANAI-CANTERO SL;LAGUNTZA ZERBITZUAK EGITEA;PRESTACION DE SERVICIOS ASISTENCIALES;ADMIN20210300001134;TECO (21/23) CONCERT.RESID. PERS. MAYORES ORDINARIAS;CONT220250200010946;TECS-2025/03-CE001-RESIDENCIA ANAI-CANTERO;="AF";ACUERDO DF;="01";INICIAL;CS00;Concertación Social;30712,16;30712,16;
BFA;DFB;2025;009;ANAI-CANTERO SL;LAGUNTZA ZERBITZUAK EGITEA;PRESTACION DE SERVICIOS ASISTENCIALES;ADMIN20210300001134;TECO (21/23) CONCERT.RESID. PERS. MAYORES ORDINARIAS;CONT220250200010954;TECS-2025/03-CE002-RESIDENCIA ANAI-CANTERO II;="AF";ACUERDO DF;="01";INICIAL;CS00;Concertación Social;85260,61;85260,61;
BFA;DFB;2025;009;ANAI-CANTERO SL;LAGUNTZA ZERBITZUAK EGITEA;PRESTACION DE SERVICIOS ASISTENCIALES;ADMIN20210300001134;TECO (21/23) CONCERT.RESID. PERS. MAYORES ORDINARIAS;CONT220250200011153;TECS-2025/03-CE003-RESIDENCIA ANAI-CANTERO III;="AF";ACUERDO DF;="01";INICIAL;CS00;Concertación Social;33462,50;33462,50;
BFA;DFB;2025;009;ANAI-CANTERO SL;LAGUNTZA ZERBITZUAK EGITEA;PRESTACION DE SERVICIOS ASISTENCIALES;ADMIN20210300001134;TECO (21/23) CONCERT.RESID. PERS. MAYORES ORDINARIAS;CONT220250200012770;TECS-2025/04-CE002-RESIDENCIA ANAI-CANTERO II;="AF";ACUERDO DF;="01";INICIAL;CS00;Concertación Social;82510,27;82510,27;
BFA;DFB;2025;009;ANAI-CANTERO SL;LAGUNTZA ZERBITZUAK EGITEA;PRESTACION DE SERVICIOS ASISTENCIALES;ADMIN20210300001134;TECO (21/23) CONCERT.RESID. PERS. MAYORES ORDINARIAS;CONT220250200012775;TECS-2025/04-CE001-RESIDENCIA ANAI-CANTERO;="AF";ACUERDO DF;="01";INICIAL;CS00;Concertación Social;24982,28;24982,28;
BFA;DFB;2025;009;ANAI-CANTERO SL;LAGUNTZA ZERBITZUAK EGITEA;PRESTACION DE SERVICIOS ASISTENCIALES;ADMIN20210300001134;TECO (21/23) CONCERT.RESID. PERS. MAYORES ORDINARIAS;CONT220250200012783;TECS-2025/04-CE003-RESIDENCIA ANAI-CANTERO III;="AF";ACUERDO DF;="01";INICIAL;CS00;Concertación Social;30941,35;30941,35;
BFA;DFB;2025;009;ANAI-CANTERO SL;LAGUNTZA ZERBITZUAK EGITEA;PRESTACION DE SERVICIOS ASISTENCIALES;ADMIN20210300001134;TECO (21/23) CONCERT.RESID. PERS. MAYORES ORDINARIAS;CONT220250200017306;TECS-2025/05-CE001-RESIDENCIA ANAI-CANTERO;="AF";ACUERDO DF;="01";INICIAL;CS00;Concertación Social;26815,84;26815,84;
BFA;DFB;2025;009;ANAI-CANTERO SL;LAGUNTZA ZERBITZUAK EGITEA;PRESTACION DE SERVICIOS ASISTENCIALES;ADMIN20210300001134;TECO (21/23) CONCERT.RESID. PERS. MAYORES ORDINARIAS;CONT220250200017310;TECS-2025/05-CE002-RESIDENCIA ANAI-CANTERO II;="AF";ACUERDO DF;="01";INICIAL;CS00;Concertación Social;85260,61;85260,61;
BFA;DFB;2025;009;ANAI-CANTERO SL;LAGUNTZA ZERBITZUAK EGITEA;PRESTACION DE SERVICIOS ASISTENCIALES;ADMIN20210300001134;TECO (21/23) CONCERT.RESID. PERS. MAYORES ORDINARIAS;CONT220250200017312;TECS-2025/05-CE003-RESIDENCIA ANAI-CANTERO III;="AF";ACUERDO DF;="01";INICIAL;CS00;Concertación Social;33118,71;33118,71;
BFA;DFB;2025;009;ANAI-CANTERO SL;LAGUNTZA ZERBITZUAK EGITEA;PRESTACION DE SERVICIOS ASISTENCIALES;ADMIN20210300001134;TECO (21/23) CONCERT.RESID. PERS. MAYORES ORDINARIAS;CONT220250200022002;TECS-2025/06-CE001-RESIDENCIA ANAI-CANTERO;="AF";ACUERDO DF;="01";INICIAL;CS00;Concertación Social;27503,42;27503,42;
BFA;DFB;2025;009;ANAI-CANTERO SL;LAGUNTZA ZERBITZUAK EGITEA;PRESTACION DE SERVICIOS ASISTENCIALES;ADMIN20210300001134;TECO (21/23) CONCERT.RESID. PERS. MAYORES ORDINARIAS;CONT220250200022009;TECS-2025/06-CE002-RESIDENCIA ANAI-CANTERO II;="AF";ACUERDO DF;="01";INICIAL;CS00;Concertación Social;79874,53;79874,53;
BFA;DFB;2025;009;ANAI-CANTERO SL;LAGUNTZA ZERBITZUAK EGITEA;PRESTACION DE SERVICIOS ASISTENCIALES;ADMIN20210300001134;TECO (21/23) CONCERT.RESID. PERS. MAYORES ORDINARIAS;CONT220250200022018;TECS-2025/06-CE003-RESIDENCIA ANAI-CANTERO III;="AF";ACUERDO DF;="01";INICIAL;CS00;Concertación Social;34379,28;34379,28;
BFA;DFB;2025;009;ANAI-CANTERO SL;LAGUNTZA ZERBITZUAK EGITEA;PRESTACION DE SERVICIOS ASISTENCIALES;ADMIN20210300001134;TECO (21/23) CONCERT.RESID. PERS. MAYORES ORDINARIAS;CONT220250200027546;TECS-2025/07-CE001-RESIDENCIA ANAI-CANTERO;="AF";ACUERDO DF;="01";INICIAL;CS00;Concertación Social;30482,96;30482,96;
BFA;DFB;2025;009;ANAI-CANTERO SL;LAGUNTZA ZERBITZUAK EGITEA;PRESTACION DE SERVICIOS ASISTENCIALES;ADMIN20210300001134;TECO (21/23) CONCERT.RESID. PERS. MAYORES ORDINARIAS;CONT220250200027548;TECS-2025/07-CE002-RESIDENCIA ANAI-CANTERO II;="AF";ACUERDO DF;="01";INICIAL;CS00;Concertación Social;79989,12;79989,12;
BFA;DFB;2025;009;ANAI-CANTERO SL;LAGUNTZA ZERBITZUAK EGITEA;PRESTACION DE SERVICIOS ASISTENCIALES;ADMIN20210300001134;TECO (21/23) CONCERT.RESID. PERS. MAYORES ORDINARIAS;CONT220250200027553;TECS-2025/07-CE003-RESIDENCIA ANAI-CANTERO III;="AF";ACUERDO DF;="01";INICIAL;CS00;Concertación Social;32545,72;32545,72;
BFA;DFB;2025;009;ANAI-CANTERO SL;LAGUNTZA ZERBITZUAK EGITEA;PRESTACION DE SERVICIOS ASISTENCIALES;ADMIN20210300001134;TECO (21/23) CONCERT.RESID. PERS. MAYORES ORDINARIAS;CONT220250200029425;TECS-2025/08-CE002-RESIDENCIA ANAI-CANTERO II;="AF";ACUERDO DF;="01";INICIAL;CS00;Concertación Social;79874,53;79874,53;
BFA;DFB;2025;009;ANAI-CANTERO SL;LAGUNTZA ZERBITZUAK EGITEA;PRESTACION DE SERVICIOS ASISTENCIALES;ADMIN20210300001134;TECO (21/23) CONCERT.RESID. PERS. MAYORES ORDINARIAS;CONT220250200029430;TECS-2025/08-CE001-RESIDENCIA ANAI-CANTERO;="AF";ACUERDO DF;="01";INICIAL;CS00;Concertación Social;31972,73;31972,73;
BFA;DFB;2025;009;ANAI-CANTERO SL;LAGUNTZA ZERBITZUAK EGITEA;PRESTACION DE SERVICIOS ASISTENCIALES;ADMIN20210300001134;TECO (21/23) CONCERT.RESID. PERS. MAYORES ORDINARIAS;CONT220250200029435;TECS-2025/08-CE003-RESIDENCIA ANAI-CANTERO III;="AF";ACUERDO DF;="01";INICIAL;CS00;Concertación Social;31972,73;31972,73;
BFA;DFB;2025;009;ANE GONZALEZ ELDUAYEN-ESTIBALIZ EGUIA PEREZ;LAGUNTZA ZERBITZUAK EGITEA;PRESTACION DE SERVICIOS ASISTENCIALES;ADMIN20240300001073;VOCS (24/26) CONCERTACION SOCIAL ATENCION TEMPRANA DAS;CONT220250200003217;MICS-2025/01-CE001-GURE ESPACIO PSICOTERAPEÚTICO;="AF";ACUERDO DF;="01";INICIAL;CS00;Concertación Social;3880,80;3880,80;
BFA;DFB;2025;009;ANE GONZALEZ ELDUAYEN-ESTIBALIZ EGUIA PEREZ;LAGUNTZA ZERBITZUAK EGITEA;PRESTACION DE SERVICIOS ASISTENCIALES;ADMIN20240300001073;VOCS (24/26) CONCERTACION SOCIAL ATENCION TEMPRANA DAS;CONT220250200006476;MICS-2025/02-CE001-GURE ESPACIO PSICOTERAPEÚTICO;="AF";ACUERDO DF;="01";INICIAL;CS00;Concertación Social;4057,09;4057,09;
BFA;DFB;2025;009;ANE GONZALEZ ELDUAYEN-ESTIBALIZ EGUIA PEREZ;LAGUNTZA ZERBITZUAK EGITEA;PRESTACION DE SERVICIOS ASISTENCIALES;ADMIN20240300001073;VOCS (24/26) CONCERTACION SOCIAL ATENCION TEMPRANA DAS;CONT220250200010870;MICS-2025/03-CE001-GURE ESPACIO PSICOTERAPEÚTICO;="AF";ACUERDO DF;="01";INICIAL;CS00;Concertación Social;3836,48;3836,48;
BFA;DFB;2025;009;ANE GONZALEZ ELDUAYEN-ESTIBALIZ EGUIA PEREZ;LAGUNTZA ZERBITZUAK EGITEA;PRESTACION DE SERVICIOS ASISTENCIALES;ADMIN20240300001073;VOCS (24/26) CONCERTACION SOCIAL ATENCION TEMPRANA DAS;CONT220250200014096;MICS-2025/04-CE001-GURE ESPACIO PSICOTERAPEÚTICO;="AF";ACUERDO DF;="01";INICIAL;CS00;Concertación Social;3572,10;3572,10;
