SOZIETATEA_EU/SOCIEDAD_EU;SOZIETATEA_CAS/SOCIEDAD_CAS;EKITALDIA/EJERCICIO;HILABETERA ARTE/MES HASTA;ADJUDIKAZIODUNA/PERSONA ADJUDICATARIA;HELBURUA_EUS/OBJETO_EUS;HELBURUA_CAS/OBJETO_CAS;ADMINISTRARIA/ADMINISTRATIVO;ADMINISTRARIAREN DESKRIBAPENA/ADMINISTRATIVO DESCRIPCION;KONTABILITATE-ESPEDIENTEA/EXPEDIENTE CONTABLE;KONTABILITATE-ESPEDIENTEAREN DESKR./EXPEDIENTE CONTABLE DESCR.;ADJUDIKAZIO-METODOA/METODO ADJUDICACION;ADJUDIKAZIO-METODOA DESKR./METODO ADJUDICACION DESCR.;JARDUKETA/ACTUACION;JARDUKETA DESKRIBAPENA/ACTUACION DESCRIPCION;ADMIN. EREDUA/MODELO ADMIN;ADMIN. EREDUAREN DESKRIBAPENA/MODELO ADMIN DESCRIPCION;XEDAPENA/DISPOSICION;BETEBEHARRA/OBLIGACION;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001272;SG SERVICIO MENSAJERIA 2025-2028;CONT220250200004736;SGCC-2025/02/17-CT_AERO-FERR MENSAJERIA 2025-2028;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;399,08;399,08;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001272;SG SERVICIO MENSAJERIA 2025-2028;CONT220250200004996;SGCC-2025/02/17-CT_AERO-FERR MENSAJERIA 2025-2028;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;6,05;6,05;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001272;SG SERVICIO MENSAJERIA 2025-2028;CONT220250200005024;SGCC-2025/02/17-CT_AERO-FERR MENSAJERIA 2025-2028;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;18,15;18,15;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001272;SG SERVICIO MENSAJERIA 2025-2028;CONT220250200008552;SGCC-2025/03/20-CT_AERO-FERR MENSAJERIA 2025-2028;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;93,78;93,78;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001272;SG SERVICIO MENSAJERIA 2025-2028;CONT220250200010527;SGCC-2025/04/04-CT_AERO-FERR MENSAJERIA 2025-2028;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;90,75;90,75;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001272;SG SERVICIO MENSAJERIA 2025-2028;CONT220250200012157;SGCC-2025/04/16-CT_AERO-FERR MENSAJERIA 2025-2028;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;232,56;232,56;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001272;SG SERVICIO MENSAJERIA 2025-2028;CONT220250200012159;SGCC-2025/04/16-CT_AERO-FERR MENSAJERIA 2025-2028;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;129,77;129,77;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001272;SG SERVICIO MENSAJERIA 2025-2028;CONT220250200016180;SGCC-2025/05/22-CT_AERO-FERR MENSAJERIA 2025-2028;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;38,72;38,72;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001272;SG SERVICIO MENSAJERIA 2025-2028;CONT220250200016181;SGCC-2025/05/22-CT_AERO-FERR MENSAJERIA 2025-2028;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;52,03;52,03;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001272;SG SERVICIO MENSAJERIA 2025-2028;CONT220250200024303;SGCC-2025/06/18-CT_AERO-FERR MENSAJERIA 2025-2028;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;217,07;217,07;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001272;SG SERVICIO MENSAJERIA 2025-2028;CONT220250200024307;SGCC-2025/06/02-CT_AERO-FERR MENSAJERIA 2025-2028;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;78,05;78,05;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001272;SG SERVICIO MENSAJERIA 2025-2028;CONT220250200027306;SGCC-2025/07/18-CT_AERO-FERR MENSAJERIA 2025-2028;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;45,38;45,38;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001272;SG SERVICIO MENSAJERIA 2025-2028;CONT220250200027309;SGCC-2025/07/18-CT_AERO-FERR MENSAJERIA 2025-2028;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;139,21;139,21;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001272;SG SERVICIO MENSAJERIA 2025-2028;CONT220250200030976;SGCC-2025/08/27-CT_AERO-FERR MENSAJERIA 2025-2028;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;26,02;26,02;
BFA;DFB;2025;009;AERO FERR NORTE SA;POSTA, TELEGRAFIKOAK,TELEXA ETA MEZULARITZA;POSTALES, TELEGRAFICAS,TELEX Y MENSAJERIA;ADMIN20240300001272;SG SERVICIO MENSAJERIA 2025-2028;CONT220250200031745;SGCC-2025/09/17-CT_AERO-FERR MENSAJERIA 2025-2028;="12";DERIV. ACUERDO MARCO;="01";INICIAL;CT12;Servicios Centralizados;37,87;37,87;
BFA;DFB;2025;009;AGENCIA DE TRANSPORTES TRANSFERBI SA;KANPOKO KONTRATUAK;CONTRATOS EXTERIORES;ADMIN20200300001278;TRANSPORTE DE OBJETOS, DOCUMENT., VALIJA D.F.B. 2021-2025 (L;CONT220200200038308;TRANSPORTE DE OBJETOS, DOCUMENT., VALIJA D.F.B. 2021-2025 (L;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;23380,68;0,00;
BFA;DFB;2025;009;AGENCIA DE TRANSPORTES TRANSFERBI SA;KANPOKO KONTRATUAK;CONTRATOS EXTERIORES;ADMIN20200300001278;TRANSPORTE DE OBJETOS, DOCUMENT., VALIJA D.F.B. 2021-2025 (L;CONT220250200000836;TRANSPORTE DE OBJETOS, DOCUMENT., VALIJA (LOTE 3 - VALIJA).;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;0,00;1948,38;
BFA;DFB;2025;009;AGENCIA DE TRANSPORTES TRANSFERBI SA;KANPOKO KONTRATUAK;CONTRATOS EXTERIORES;ADMIN20200300001278;TRANSPORTE DE OBJETOS, DOCUMENT., VALIJA D.F.B. 2021-2025 (L;CONT220250200005347;SERVICIO VALIJAS SIAC Y REGISTROS. Febrero 2025;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;0,00;1948,38;
BFA;DFB;2025;009;AGENCIA DE TRANSPORTES TRANSFERBI SA;KANPOKO KONTRATUAK;CONTRATOS EXTERIORES;ADMIN20200300001278;TRANSPORTE DE OBJETOS, DOCUMENT., VALIJA D.F.B. 2021-2025 (L;CONT220250200010192;SERVICIO VALIJAS SIAC Y REGISTROS - Marzo 2025;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;0,00;1948,38;
BFA;DFB;2025;009;AGENCIA DE TRANSPORTES TRANSFERBI SA;KANPOKO KONTRATUAK;CONTRATOS EXTERIORES;ADMIN20200300001278;TRANSPORTE DE OBJETOS, DOCUMENT., VALIJA D.F.B. 2021-2025 (L;CONT220250200012627;SERVICIO VALIJAS SIAC Y REGISTROS - Abril 2025;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;0,00;1948,38;
BFA;DFB;2025;009;AGENCIA DE TRANSPORTES TRANSFERBI SA;KANPOKO KONTRATUAK;CONTRATOS EXTERIORES;ADMIN20200300001278;TRANSPORTE DE OBJETOS, DOCUMENT., VALIJA D.F.B. 2021-2025 (L;CONT220250200016583;SERVICIO VALIJAS SIAC Y REGISTROS Mayo 2025;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;0,00;1948,38;
BFA;DFB;2025;009;AGENCIA DE TRANSPORTES TRANSFERBI SA;KANPOKO KONTRATUAK;CONTRATOS EXTERIORES;ADMIN20200300001278;TRANSPORTE DE OBJETOS, DOCUMENT., VALIJA D.F.B. 2021-2025 (L;CONT220250200021561;VALIJAS SIAC JUNIO 2025;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;0,00;1948,38;
BFA;DFB;2025;009;AGENCIA DE TRANSPORTES TRANSFERBI SA;KANPOKO KONTRATUAK;CONTRATOS EXTERIORES;ADMIN20200300001278;TRANSPORTE DE OBJETOS, DOCUMENT., VALIJA D.F.B. 2021-2025 (L;CONT220250200026570;VALIJAS SIAC JULIO 2025;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;0,00;1948,38;
BFA;DFB;2025;009;AGENCIA DE TRANSPORTES TRANSFERBI SA;KANPOKO KONTRATUAK;CONTRATOS EXTERIORES;ADMIN20200300001278;TRANSPORTE DE OBJETOS, DOCUMENT., VALIJA D.F.B. 2021-2025 (L;CONT220250200029524;VALIJAS SIAC AGOSTO 2025;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;0,00;1948,38;
BFA;DFB;2025;009;AGENCIA DE TRANSPORTES TRANSFERBI SA;KANPOKO KONTRATUAK;CONTRATOS EXTERIORES;ADMIN20200300001278;TRANSPORTE DE OBJETOS, DOCUMENT., VALIJA D.F.B. 2021-2025 (L;CONT220250200032758;VALIJAS SIAC SEPTIEMBRE 2025;="01";ABIERTO;="01";INICIAL;CT12;Servicios Centralizados;0,00;1948,38;
BFA;DFB;2025;009;AGINTZARI S COOP DE INICIATIVA SOCIAL;AZTERLANAK ETA LAN TEKNIKOAK;ESTUDIOS Y TRABAJOS TECNICOS;ADMIN20200300001411;IJCM (21/22) PAAB PROGR. APOYO ADOPCION BIZKAIA;CONT220200200046700;IJCM (D 21/23) PAAB PROGR. APOYO ADOPCION BIZKAIA;="01";ABIERTO;="01";INICIAL;CT02;Contrato servicios;57365,00;0,00;
BFA;DFB;2025;009;AGINTZARI S COOP DE INICIATIVA SOCIAL;AZTERLANAK ETA LAN TEKNIKOAK;ESTUDIOS Y TRABAJOS TECNICOS;ADMIN20200300001411;IJCM (21/22) PAAB PROGR. APOYO ADOPCION BIZKAIA;CONT220250200000488;IJCM (D+ 25 PRO) PAAB PROGR. APOYO ADOPCION BIZKAIA;="01";ABIERTO;="01";INICIAL;CT02;Contrato servicios;57365,00;0,00;
BFA;DFB;2025;009;AGINTZARI S COOP DE INICIATIVA SOCIAL;AZTERLANAK ETA LAN TEKNIKOAK;ESTUDIOS Y TRABAJOS TECNICOS;ADMIN20200300001411;IJCM (21/22) PAAB PROGR. APOYO ADOPCION BIZKAIA;CONT220250200000785;IJCM-2025/01/31-CT AGINTZARI PROG.  APOYO ADOPCION;="01";ABIERTO;="01";INICIAL;CT02;Contrato servicios;0,00;28682,50;
BFA;DFB;2025;009;AGINTZARI S COOP DE INICIATIVA SOCIAL;AZTERLANAK ETA LAN TEKNIKOAK;ESTUDIOS Y TRABAJOS TECNICOS;ADMIN20200300001411;IJCM (21/22) PAAB PROGR. APOYO ADOPCION BIZKAIA;CONT220250200005435;IJCM-2025/02/28-CT AGINTZARI PROG.  APOYO ADOPCION;="01";ABIERTO;="01";INICIAL;CT02;Contrato servicios;0,00;28682,50;
BFA;DFB;2025;009;AGINTZARI S COOP DE INICIATIVA SOCIAL;AZTERLANAK ETA LAN TEKNIKOAK;ESTUDIOS Y TRABAJOS TECNICOS;ADMIN20200300001411;IJCM (21/22) PAAB PROGR. APOYO ADOPCION BIZKAIA;CONT220250200009495;IJCM-2025/03/31-CT AGINTZARI PROG.  APOYO ADOPCION;="01";ABIERTO;="01";INICIAL;CT02;Contrato servicios;0,00;28682,50;
BFA;DFB;2025;009;AGINTZARI S COOP DE INICIATIVA SOCIAL;AZTERLANAK ETA LAN TEKNIKOAK;ESTUDIOS Y TRABAJOS TECNICOS;ADMIN20200300001411;IJCM (21/22) PAAB PROGR. APOYO ADOPCION BIZKAIA;CONT220250200011889;IJCM (D- 25 RASP) PAAB PROGR. APOYO ADOPCION BIZKAIA;="01";ABIERTO;="09";OTROS;CT02;Contrato servicios;-21033,83;0,00;
BFA;DFB;2025;009;AGINTZARI S COOP DE INICIATIVA SOCIAL;AZTERLANAK ETA LAN TEKNIKOAK;ESTUDIOS Y TRABAJOS TECNICOS;ADMIN20200300001411;IJCM (21/22) PAAB PROGR. APOYO ADOPCION BIZKAIA;CONT220250200012236;IJCM-2025/04/29-CT P.  APOYO ADOPCION BIZKAIA (1 M;="01";ABIERTO;="01";INICIAL;CT02;Contrato servicios;0,00;7648,67;
BFA;DFB;2025;009;AGINTZARI S COOP DE INICIATIVA SOCIAL;AZTERLANAK ETA LAN TEKNIKOAK;ESTUDIOS Y TRABAJOS TECNICOS;ADMIN20210300001129;IJCM (22/24) SEIP PROGRAMA ESPECIALIZADO EN ABUSO SEXUAL INF;CONT220250200003252;IJCM-2025/02/04-CT AGINTZARI ATENC.  PSICOL.ABUSO;="01";ABIERTO;="01";INICIAL;CT02;Contrato servicios;31322,25;31322,25;
BFA;DFB;2025;009;AGINTZARI S COOP DE INICIATIVA SOCIAL;AZTERLANAK ETA LAN TEKNIKOAK;ESTUDIOS Y TRABAJOS TECNICOS;ADMIN20210300001129;IJCM (22/24) SEIP PROGRAMA ESPECIALIZADO EN ABUSO SEXUAL INF;CONT220250200007424;IJCM-2025/03/05-CT AGINTZARI ATENC.  PSICOL.ABUSO;="01";ABIERTO;="01";INICIAL;CT02;Contrato servicios;34722,75;34722,75;
BFA;DFB;2025;009;AGINTZARI S COOP DE INICIATIVA SOCIAL;AZTERLANAK ETA LAN TEKNIKOAK;ESTUDIOS Y TRABAJOS TECNICOS;ADMIN20210300001129;IJCM (22/24) SEIP PROGRAMA ESPECIALIZADO EN ABUSO SEXUAL INF;CONT220250200011150;IJCM-2025/04/04-CT AGINTZARI ATENC.  PSICOL.ABUSO;="01";ABIERTO;="01";INICIAL;CT02;Contrato servicios;35783,25;35783,25;
BFA;DFB;2025;009;AGINTZARI S COOP DE INICIATIVA SOCIAL;AZTERLANAK ETA LAN TEKNIKOAK;ESTUDIOS Y TRABAJOS TECNICOS;ADMIN20210300001129;IJCM (22/24) SEIP PROGRAMA ESPECIALIZADO EN ABUSO SEXUAL INF;CONT220250200013155;IJCM-2025/05/05-CT AGINTZARI ATENC.  PSICOL.ABUSO;="01";ABIERTO;="01";INICIAL;CT02;Contrato servicios;25776,50;25776,50;
BFA;DFB;2025;009;AGINTZARI S COOP DE INICIATIVA SOCIAL;AZTERLANAK ETA LAN TEKNIKOAK;ESTUDIOS Y TRABAJOS TECNICOS;ADMIN20210300001129;IJCM (22/24) SEIP PROGRAMA ESPECIALIZADO EN ABUSO SEXUAL INF;CONT220250200019828;IJCM-2025/06/05-CT AGINTZARI ATENC.  PSICOL.ABUSO;="01";ABIERTO;="01";INICIAL;CT02;Contrato servicios;34257,75;34257,75;
BFA;DFB;2025;009;AGINTZARI S COOP DE INICIATIVA SOCIAL;AZTERLANAK ETA LAN TEKNIKOAK;ESTUDIOS Y TRABAJOS TECNICOS;ADMIN20210300001129;IJCM (22/24) SEIP PROGRAMA ESPECIALIZADO EN ABUSO SEXUAL INF;CONT220250200022512;IJCM-2025/07/03-CT AGINTZARI ATENC.  PSICOL.ABUSO;="01";ABIERTO;="01";INICIAL;CT02;Contrato servicios;34230,75;34230,75;
BFA;DFB;2025;009;AGINTZARI S COOP DE INICIATIVA SOCIAL;AZTERLANAK ETA LAN TEKNIKOAK;ESTUDIOS Y TRABAJOS TECNICOS;ADMIN20210300001129;IJCM (22/24) SEIP PROGRAMA ESPECIALIZADO EN ABUSO SEXUAL INF;CONT220250200027892;IJCM-2025/08/05-CT AGINTZARI ATENC.  PSICOL.ABUSO;="01";ABIERTO;="01";INICIAL;CT02;Contrato servicios;21021,75;21021,75;
BFA;DFB;2025;009;AGINTZARI S COOP DE INICIATIVA SOCIAL;AZTERLANAK ETA LAN TEKNIKOAK;ESTUDIOS Y TRABAJOS TECNICOS;ADMIN20210300001129;IJCM (22/24) SEIP PROGRAMA ESPECIALIZADO EN ABUSO SEXUAL INF;CONT220250200030134;IJCM-2025/09/02-CT AGINTZARI ATENC.  PSICOL.ABUSO;="01";ABIERTO;="01";INICIAL;CT02;Contrato servicios;8175,75;8175,75;
BFA;DFB;2025;009;AGINTZARI S COOP DE INICIATIVA SOCIAL;AZTERLANAK ETA LAN TEKNIKOAK;ESTUDIOS Y TRABAJOS TECNICOS;ADMIN20240300000889;IJCM (24/26) EPAF PROGRAMA APOYO ACOGIMIENTO FAMILIAR;CONT220240200033139;IJCM (D 24/26) EPAF PROGRAMA APOYO ACOGIMIENTO FAMILIAR;="01";ABIERTO;="01";INICIAL;CT02;Contrato servicios;1276500,00;0,00;
BFA;DFB;2025;009;AGINTZARI S COOP DE INICIATIVA SOCIAL;AZTERLANAK ETA LAN TEKNIKOAK;ESTUDIOS Y TRABAJOS TECNICOS;ADMIN20240300000889;IJCM (24/26) EPAF PROGRAMA APOYO ACOGIMIENTO FAMILIAR;CONT220250200000784;IJCM-2025/01/31-CT AGINTZARI SCOOP NOV 24/NOV 26 A;="01";ABIERTO;="01";INICIAL;CT02;Contrato servicios;0,00;106375,00;
BFA;DFB;2025;009;AGINTZARI S COOP DE INICIATIVA SOCIAL;AZTERLANAK ETA LAN TEKNIKOAK;ESTUDIOS Y TRABAJOS TECNICOS;ADMIN20240300000889;IJCM (24/26) EPAF PROGRAMA APOYO ACOGIMIENTO FAMILIAR;CONT220250200005434;IJCM-2025/02/28-CT AGINTZARI SCOOP NOV 24/NOV 26 A;="01";ABIERTO;="01";INICIAL;CT02;Contrato servicios;0,00;106375,00;
BFA;DFB;2025;009;AGINTZARI S COOP DE INICIATIVA SOCIAL;AZTERLANAK ETA LAN TEKNIKOAK;ESTUDIOS Y TRABAJOS TECNICOS;ADMIN20240300000889;IJCM (24/26) EPAF PROGRAMA APOYO ACOGIMIENTO FAMILIAR;CONT220250200009492;IJCM-2025/03/31-CT AGINTZARI SCOOP NOV 24/NOV 26 A;="01";ABIERTO;="01";INICIAL;CT02;Contrato servicios;0,00;106375,00;
BFA;DFB;2025;009;AGINTZARI S COOP DE INICIATIVA SOCIAL;AZTERLANAK ETA LAN TEKNIKOAK;ESTUDIOS Y TRABAJOS TECNICOS;ADMIN20240300000889;IJCM (24/26) EPAF PROGRAMA APOYO ACOGIMIENTO FAMILIAR;CONT220250200013137;IJCM-2025/04/30-CT AGINTZARI SCOOP NOV 24/NOV 26 A;="01";ABIERTO;="01";INICIAL;CT02;Contrato servicios;0,00;106375,00;
BFA;DFB;2025;009;AGINTZARI S COOP DE INICIATIVA SOCIAL;AZTERLANAK ETA LAN TEKNIKOAK;ESTUDIOS Y TRABAJOS TECNICOS;ADMIN20240300000889;IJCM (24/26) EPAF PROGRAMA APOYO ACOGIMIENTO FAMILIAR;CONT220250200016813;IJCM-2025/06/02-CT AGINTZARI SCOOP NOV 24/NOV 26 A;="01";ABIERTO;="01";INICIAL;CT02;Contrato servicios;0,00;106375,00;
BFA;DFB;2025;009;AGINTZARI S COOP DE INICIATIVA SOCIAL;AZTERLANAK ETA LAN TEKNIKOAK;ESTUDIOS Y TRABAJOS TECNICOS;ADMIN20240300000889;IJCM (24/26) EPAF PROGRAMA APOYO ACOGIMIENTO FAMILIAR;CONT220250200021752;IJCM-2025/06/30-CT AGINTZARI SCOOP NOV 24/NOV 26 A;="01";ABIERTO;="01";INICIAL;CT02;Contrato servicios;0,00;106375,00;
BFA;DFB;2025;009;AGINTZARI S COOP DE INICIATIVA SOCIAL;AZTERLANAK ETA LAN TEKNIKOAK;ESTUDIOS Y TRABAJOS TECNICOS;ADMIN20240300000889;IJCM (24/26) EPAF PROGRAMA APOYO ACOGIMIENTO FAMILIAR;CONT220250200027887;IJCM-2025/08/04-CT AGINTZARI SCOOP NOV 24/NOV 26 A;="01";ABIERTO;="01";INICIAL;CT02;Contrato servicios;0,00;106375,00;
BFA;DFB;2025;009;AGINTZARI S COOP DE INICIATIVA SOCIAL;AZTERLANAK ETA LAN TEKNIKOAK;ESTUDIOS Y TRABAJOS TECNICOS;ADMIN20240300000889;IJCM (24/26) EPAF PROGRAMA APOYO ACOGIMIENTO FAMILIAR;CONT220250200030131;IJCM-2025/09/01-CT AGINTZARI SCOOP NOV 24/NOV 26 A;="01";ABIERTO;="01";INICIAL;CT02;Contrato servicios;0,00;106375,00;
BFA;DFB;2025;009;AGINTZARI S COOP DE INICIATIVA SOCIAL;AZTERLANAK ETA LAN TEKNIKOAK;ESTUDIOS Y TRABAJOS TECNICOS;ADMIN20240300001327;IJCM (25/26/27) PAAB PROGRAMA APOYO A LA ADOPCION EN BIZKAIA;CONT220250200003791;IJCM (D 25/26/27) PAAB PROGRAMA APOYO A LA ADOPCION EN BIZKA;="01";ABIERTO;="01";INICIAL;CT02;Contrato servicios;383330,00;0,00;
BFA;DFB;2025;009;AGINTZARI S COOP DE INICIATIVA SOCIAL;AZTERLANAK ETA LAN TEKNIKOAK;ESTUDIOS Y TRABAJOS TECNICOS;ADMIN20240300001327;IJCM (25/26/27) PAAB PROGRAMA APOYO A LA ADOPCION EN BIZKAIA;CONT220250200013150;IJCM-2025/04/30-CT P. APOYO ADOPCION BIZKAIA (DESD;="01";ABIERTO;="01";INICIAL;CT02;Contrato servicios;0,00;28110,87;
BFA;DFB;2025;009;AGINTZARI S COOP DE INICIATIVA SOCIAL;AZTERLANAK ETA LAN TEKNIKOAK;ESTUDIOS Y TRABAJOS TECNICOS;ADMIN20240300001327;IJCM (25/26/27) PAAB PROGRAMA APOYO A LA ADOPCION EN BIZKAIA;CONT220250200013451;IJCM (D- 25/ D+ 27 REAJ) PAAB PROGRAMA APOYO A LA ADOPCION E;="01";ABIERTO;="08";REAJUSTE ANUALIDADES;CT02;Contrato servicios;-48555,13;0,00;
BFA;DFB;2025;009;AGINTZARI S COOP DE INICIATIVA SOCIAL;AZTERLANAK ETA LAN TEKNIKOAK;ESTUDIOS Y TRABAJOS TECNICOS;ADMIN20240300001327;IJCM (25/26/27) PAAB PROGRAMA APOYO A LA ADOPCION EN BIZKAIA;CONT220250200016818;IJCM-2025/06/02-CT P. APOYO ADOPCION BIZKAIA (DESD;="01";ABIERTO;="01";INICIAL;CT02;Contrato servicios;0,00;38333,00;
BFA;DFB;2025;009;AGINTZARI S COOP DE INICIATIVA SOCIAL;AZTERLANAK ETA LAN TEKNIKOAK;ESTUDIOS Y TRABAJOS TECNICOS;ADMIN20240300001327;IJCM (25/26/27) PAAB PROGRAMA APOYO A LA ADOPCION EN BIZKAIA;CONT220250200021757;IJCM-2025/06/30-CT P. APOYO ADOPCION BIZKAIA (DESD;="01";ABIERTO;="01";INICIAL;CT02;Contrato servicios;0,00;38333,00;
BFA;DFB;2025;009;AGINTZARI S COOP DE INICIATIVA SOCIAL;AZTERLANAK ETA LAN TEKNIKOAK;ESTUDIOS Y TRABAJOS TECNICOS;ADMIN20240300001327;IJCM (25/26/27) PAAB PROGRAMA APOYO A LA ADOPCION EN BIZKAIA;CONT220250200027889;IJCM-2025/08/04-CT P. APOYO ADOPCION BIZKAIA (DESD;="01";ABIERTO;="01";INICIAL;CT02;Contrato servicios;0,00;38333,00;
BFA;DFB;2025;009;AGINTZARI S COOP DE INICIATIVA SOCIAL;AZTERLANAK ETA LAN TEKNIKOAK;ESTUDIOS Y TRABAJOS TECNICOS;ADMIN20240300001327;IJCM (25/26/27) PAAB PROGRAMA APOYO A LA ADOPCION EN BIZKAIA;CONT220250200030132;IJCM-2025/09/01-CT P. APOYO ADOPCION BIZKAIA (DESD;="01";ABIERTO;="01";INICIAL;CT02;Contrato servicios;0,00;38333,00;
BFA;DFB;2025;009;AJURIAGUERRA 3 SOCIEDAD DE GESTION URBANISTICA SLP;IKERKETAK ETA AZTERLANAK ESKURATZEA;ADQUISICIONES DE INVESTIGACIONES Y ESTUDIOS;ADMIN20230300000325;Redacción del Plan de Compatibilización Gernika-Lumo-Murueta;CONT220230200019719;D - Redacción del Plan de Compatibilización Gernika-Lumo-Mur;="01";ABIERTO;="01";INICIAL;CT02;Contrato servicios;62920,00;0,00;
BFA;DFB;2025;009;AJURIAGUERRA 3 SOCIEDAD DE GESTION URBANISTICA SLP;IKERKETAK ETA AZTERLANAK ESKURATZEA;ADQUISICIONES DE INVESTIGACIONES Y ESTUDIOS;ADMIN20230300000325;Redacción del Plan de Compatibilización Gernika-Lumo-Murueta;CONT220250200008528;D/ - Redacción del Plan de Compatibilización Gernika-Lumo (r;="01";ABIERTO;="09";OTROS;CT02;Contrato servicios;-34190,00;0,00;
BFA;DFB;2025;009;AJURIAGUERRA 3 SOCIEDAD DE GESTION URBANISTICA SLP;IKERKETAK ETA AZTERLANAK ESKURATZEA;ADQUISICIONES DE INVESTIGACIONES Y ESTUDIOS;ADMIN20230300000325;Redacción del Plan de Compatibilización Gernika-Lumo-Murueta;CONT220250200025639;OK - Redacción del Plan de Compatibilización Gernika-Lumo-Mu;="01";ABIERTO;="09";OTROS;CT02;Contrato servicios;0,00;22022,00;
